variant,month,target,dataset_id,retrain_id,train_start,train_end,n_train,n_test,target_prevalence,majority_accuracy,accuracy,accuracy_lift,auc,pr_auc,brier,log_loss,ece,baseline_log_loss,baseline_brier,margin_vs_baseline_ll,mean_predicted,mean_actual,model_age_months,gate_decision,interpretable
frozen,2022-12,over15,ddd5a98d4ee4,frozen:2022-12,2019-02-15,2022-11-30,33389,558,0.7419,0.7419,0.7419,0.0,0.5973,0.8172,0.18763,0.56027,0.01212,0.56361,0.18846,0.00334,0.7298,0.7419,4,frozen_never_retrains,True
frozen,2022-12,over25,ddd5a98d4ee4,frozen:2022-12,2019-02-15,2022-11-30,33389,558,0.4821,0.5179,0.5538,3.584,0.5795,0.5513,0.24538,0.68391,0.01187,0.68409,0.24549,0.00018,0.4728,0.4821,4,frozen_never_retrains,True
frozen,2022-12,over35,ddd5a98d4ee4,frozen:2022-12,2019-02-15,2022-11-30,33389,558,0.2276,0.7724,0.7724,0.0,0.5992,0.2979,0.17292,0.52839,0.02767,0.53032,0.17371,0.00194,0.2553,0.2276,4,frozen_never_retrains,True
frozen,2023-01,btts,ddd5a98d4ee4,frozen:2023-01,2019-02-15,2022-12-31,33947,717,0.4993,0.5007,0.5202,1.953,0.5328,0.5275,0.24991,0.693,0.02975,0.68667,0.24677,-0.00633,0.5149,0.4993,5,frozen_never_retrains,True
frozen,2023-01,over15,ddd5a98d4ee4,frozen:2023-01,2019-02-15,2022-12-31,33947,717,0.7364,0.7364,0.7364,0.0,0.5787,0.7866,0.19144,0.56984,0.01864,0.56612,0.18986,-0.00372,0.7183,0.7364,5,frozen_never_retrains,True
frozen,2023-01,over25,ddd5a98d4ee4,frozen:2023-01,2019-02-15,2022-12-31,33947,717,0.4979,0.5021,0.5523,5.021,0.5597,0.5459,0.24929,0.69194,0.0407,0.6884,0.24765,-0.00354,0.4654,0.4979,5,frozen_never_retrains,True
frozen,2023-01,over35,ddd5a98d4ee4,frozen:2023-01,2019-02-15,2022-12-31,33947,717,0.2608,0.7392,0.7378,-0.139,0.572,0.3143,0.19064,0.5681,0.00915,0.57051,0.19165,0.00241,0.257,0.2608,5,frozen_never_retrains,True
frozen,2023-02,btts,ddd5a98d4ee4,frozen:2023-02,2019-02-15,2023-01-31,34664,1014,0.4842,0.5158,0.5345,1.874,0.546,0.5322,0.24915,0.69147,0.03115,0.69418,0.25049,0.00271,0.5108,0.4842,6,frozen_never_retrains,True
frozen,2023-02,over15,ddd5a98d4ee4,frozen:2023-02,2019-02-15,2023-01-31,34664,1014,0.7199,0.7199,0.7199,0.0,0.5516,0.7685,0.20087,0.59028,0.03805,0.59277,0.20134,0.00249,0.7094,0.7199,6,frozen_never_retrains,True
frozen,2023-02,over25,ddd5a98d4ee4,frozen:2023-02,2019-02-15,2023-01-31,34664,1014,0.4428,0.5572,0.574,1.677,0.5818,0.53,0.2414,0.67572,0.01748,0.68132,0.24413,0.0056,0.4555,0.4428,6,frozen_never_retrains,True
frozen,2023-02,over35,ddd5a98d4ee4,frozen:2023-02,2019-02-15,2023-01-31,34664,1014,0.2268,0.7732,0.7751,0.197,0.577,0.2991,0.17336,0.52991,0.02751,0.53192,0.17432,0.00202,0.2526,0.2268,6,frozen_never_retrains,True
frozen,2023-03,btts,ddd5a98d4ee4,frozen:2023-03,2019-02-15,2023-02-28,35678,984,0.4868,0.5132,0.5396,2.642,0.5491,0.5342,0.24899,0.69114,0.03384,0.68834,0.24761,-0.00279,0.5129,0.4868,7,frozen_never_retrains,True
frozen,2023-03,over15,ddd5a98d4ee4,frozen:2023-03,2019-02-15,2023-02-28,35678,984,0.7256,0.7256,0.7256,0.0,0.5724,0.7778,0.19684,0.58153,0.01651,0.57972,0.19594,-0.00182,0.7091,0.7256,7,frozen_never_retrains,True
frozen,2023-03,over25,ddd5a98d4ee4,frozen:2023-03,2019-02-15,2023-02-28,35678,984,0.4492,0.5508,0.5884,3.76,0.5818,0.5299,0.24254,0.67819,0.0279,0.68221,0.24456,0.00402,0.4575,0.4492,7,frozen_never_retrains,True
frozen,2023-03,over35,ddd5a98d4ee4,frozen:2023-03,2019-02-15,2023-02-28,35678,984,0.2561,0.7439,0.7439,0.0,0.5656,0.3165,0.18851,0.564,0.01758,0.56636,0.18962,0.00236,0.2554,0.2561,7,frozen_never_retrains,True
frozen,2023-04,btts,ddd5a98d4ee4,frozen:2023-04,2019-02-15,2023-03-31,36662,1671,0.5069,0.5069,0.5183,1.137,0.5066,0.5151,0.25294,0.69919,0.0329,0.6957,0.25126,-0.00349,0.5209,0.5069,8,frozen_never_retrains,True
frozen,2023-04,over15,ddd5a98d4ee4,frozen:2023-04,2019-02-15,2023-03-31,36662,1671,0.7397,0.7397,0.7391,-0.06,0.5603,0.7938,0.19165,0.56993,0.0239,0.5734,0.19252,0.00348,0.7158,0.7397,8,frozen_never_retrains,True
frozen,2023-04,over25,ddd5a98d4ee4,frozen:2023-04,2019-02-15,2023-03-31,36662,1671,0.4877,0.5123,0.5386,2.633,0.5614,0.558,0.2465,0.68602,0.02413,0.69523,0.25102,0.00921,0.4835,0.4877,8,frozen_never_retrains,True
frozen,2023-04,over35,ddd5a98d4ee4,frozen:2023-04,2019-02-15,2023-03-31,36662,1671,0.2699,0.7301,0.7313,0.12,0.5759,0.3455,0.19371,0.57528,0.00888,0.58053,0.19594,0.00525,0.2665,0.2699,8,frozen_never_retrains,True
frozen,2023-05,btts,ddd5a98d4ee4,frozen:2023-05,2019-02-15,2023-04-30,38333,1234,0.5365,0.5365,0.5551,1.864,0.5472,0.5636,0.24718,0.6876,0.02254,0.68787,0.24737,0.00027,0.5414,0.5365,9,frozen_never_retrains,True
frozen,2023-05,over15,ddd5a98d4ee4,frozen:2023-05,2019-02-15,2023-04-30,38333,1234,0.7504,0.7504,0.7504,0.0,0.5984,0.7994,0.18325,0.55166,0.01761,0.55691,0.18547,0.00525,0.7384,0.7504,9,frozen_never_retrains,True
frozen,2023-05,over25,ddd5a98d4ee4,frozen:2023-05,2019-02-15,2023-04-30,38333,1234,0.5113,0.5113,0.5689,5.754,0.6068,0.5944,0.24211,0.6772,0.01781,0.68347,0.24518,0.00627,0.4983,0.5113,9,frozen_never_retrains,True
frozen,2023-05,over35,ddd5a98d4ee4,frozen:2023-05,2019-02-15,2023-04-30,38333,1234,0.2974,0.7026,0.7026,-0.0,0.6008,0.3769,0.20398,0.59615,0.02921,0.60435,0.20715,0.0082,0.2778,0.2974,9,frozen_never_retrains,True
frozen,2023-06,btts,ddd5a98d4ee4,frozen:2023-06,2019-02-15,2023-05-31,39567,539,0.5436,0.5436,0.5417,-0.186,0.5174,0.5453,0.2518,0.69735,0.043,0.69049,0.24868,-0.00686,0.5728,0.5436,10,frozen_never_retrains,True
frozen,2023-06,over15,ddd5a98d4ee4,frozen:2023-06,2019-02-15,2023-05-31,39567,539,0.7403,0.7403,0.7403,0.0,0.576,0.8029,0.19081,0.56782,0.03633,0.57093,0.19159,0.00311,0.745,0.7403,10,frozen_never_retrains,True
frozen,2023-06,over25,ddd5a98d4ee4,frozen:2023-06,2019-02-15,2023-05-31,39567,539,0.5195,0.5195,0.5696,5.009,0.5918,0.6147,0.24231,0.67736,0.01655,0.68155,0.24425,0.00418,0.5039,0.5195,10,frozen_never_retrains,True
frozen,2023-06,over35,ddd5a98d4ee4,frozen:2023-06,2019-02-15,2023-05-31,39567,539,0.2913,0.7087,0.7087,0.0,0.6065,0.3828,0.20106,0.58984,0.02579,0.59899,0.20454,0.00915,0.2771,0.2913,10,frozen_never_retrains,True
frozen,2023-07,btts,ddd5a98d4ee4,frozen:2023-07,2019-02-15,2023-06-30,40106,755,0.5166,0.5166,0.5801,6.358,0.5887,0.5789,0.24429,0.6818,0.03314,0.68056,0.24373,-0.00124,0.546,0.5166,11,frozen_never_retrains,True
frozen,2023-07,over15,ddd5a98d4ee4,frozen:2023-07,2019-02-15,2023-06-30,40106,755,0.7404,0.7404,0.7417,0.132,0.6432,0.835,0.18305,0.5495,0.0204,0.55535,0.18544,0.00585,0.7277,0.7404,11,frozen_never_retrains,True
frozen,2023-07,over25,ddd5a98d4ee4,frozen:2023-07,2019-02-15,2023-06-30,40106,755,0.4795,0.5205,0.5987,7.815,0.6356,0.5847,0.23766,0.66802,0.04297,0.67019,0.2386,0.00217,0.4873,0.4795,11,frozen_never_retrains,True
frozen,2023-07,over35,ddd5a98d4ee4,frozen:2023-07,2019-02-15,2023-06-30,40106,755,0.2742,0.7258,0.7258,-0.0,0.6228,0.3883,0.19168,0.56861,0.02243,0.57936,0.19575,0.01075,0.2707,0.2742,11,frozen_never_retrains,True
frozen,2023-08,btts,ddd5a98d4ee4,frozen:2023-08,2019-02-15,2023-07-31,40861,1311,0.4935,0.5065,0.5202,1.373,0.5418,0.5266,0.25277,0.69902,0.05223,0.6961,0.25146,-0.00291,0.5445,0.4935,12,frozen_never_retrains,True
frozen,2023-08,over15,ddd5a98d4ee4,frozen:2023-08,2019-02-15,2023-07-31,40861,1311,0.7483,0.7483,0.749,0.076,0.5655,0.788,0.18713,0.56078,0.02185,0.56444,0.18841,0.00366,0.728,0.7483,12,frozen_never_retrains,True
frozen,2023-08,over25,ddd5a98d4ee4,frozen:2023-08,2019-02-15,2023-07-31,40861,1311,0.5202,0.5202,0.5553,3.509,0.5792,0.5803,0.24557,0.68418,0.04438,0.69018,0.24854,0.006,0.49,0.5202,12,frozen_never_retrains,True
frozen,2023-08,over35,ddd5a98d4ee4,frozen:2023-08,2019-02-15,2023-07-31,40861,1311,0.2746,0.7254,0.7262,0.076,0.5779,0.3341,0.19628,0.58032,0.01631,0.58481,0.19791,0.00449,0.2808,0.2746,12,frozen_never_retrains,True
frozen,2023-09,btts,ddd5a98d4ee4,frozen:2023-09,2019-02-15,2023-08-31,42172,1510,0.5596,0.5596,0.5503,-0.927,0.5202,0.583,0.24786,0.68894,0.0238,0.68701,0.24695,-0.00193,0.5603,0.5596,13,frozen_never_retrains,True
frozen,2023-09,over15,ddd5a98d4ee4,frozen:2023-09,2019-02-15,2023-08-31,42172,1510,0.7662,0.7662,0.7662,0.0,0.5612,0.8036,0.17914,0.54322,0.03392,0.54257,0.17881,-0.00065,0.7323,0.7662,13,frozen_never_retrains,True
frozen,2023-09,over25,ddd5a98d4ee4,frozen:2023-09,2019-02-15,2023-08-31,42172,1510,0.5265,0.5265,0.5391,1.258,0.5559,0.5769,0.24819,0.68952,0.03572,0.69626,0.25152,0.00674,0.4963,0.5265,13,frozen_never_retrains,True
frozen,2023-09,over35,ddd5a98d4ee4,frozen:2023-09,2019-02-15,2023-08-31,42172,1510,0.3066,0.6934,0.6954,0.199,0.5778,0.3735,0.2094,0.60887,0.02623,0.61914,0.21343,0.01027,0.2839,0.3066,13,frozen_never_retrains,True
frozen,2023-10,btts,ddd5a98d4ee4,frozen:2023-10,2019-02-15,2023-09-30,43682,1430,0.5161,0.5161,0.5231,0.699,0.5535,0.5743,0.25032,0.69384,0.05257,0.68676,0.24681,-0.00708,0.5661,0.5161,14,frozen_never_retrains,True
frozen,2023-10,over15,ddd5a98d4ee4,frozen:2023-10,2019-02-15,2023-09-30,43682,1430,0.7608,0.7608,0.7608,0.0,0.5924,0.8196,0.1793,0.54242,0.02829,0.54943,0.18175,0.00701,0.7325,0.7608,14,frozen_never_retrains,True
frozen,2023-10,over25,ddd5a98d4ee4,frozen:2023-10,2019-02-15,2023-09-30,43682,1430,0.5098,0.5098,0.5741,6.434,0.5988,0.6053,0.24282,0.67862,0.02165,0.68358,0.24524,0.00496,0.4991,0.5098,14,frozen_never_retrains,True
frozen,2023-10,over35,ddd5a98d4ee4,frozen:2023-10,2019-02-15,2023-09-30,43682,1430,0.3049,0.6951,0.6951,0.0,0.5883,0.3824,0.20766,0.60481,0.02571,0.60912,0.20946,0.00431,0.2847,0.3049,14,frozen_never_retrains,True
frozen,2023-11,btts,ddd5a98d4ee4,frozen:2023-11,2019-02-15,2023-10-31,45112,1097,0.5369,0.5369,0.5305,-0.638,0.4958,0.5294,0.25343,0.70047,0.04365,0.69641,0.25162,-0.00406,0.5604,0.5369,15,frozen_never_retrains,True
frozen,2023-11,over15,ddd5a98d4ee4,frozen:2023-11,2019-02-15,2023-10-31,45112,1097,0.7675,0.7675,0.7675,0.0,0.5399,0.7979,0.18042,0.54621,0.03172,0.54605,0.18006,-0.00017,0.7364,0.7675,15,frozen_never_retrains,True
frozen,2023-11,over25,ddd5a98d4ee4,frozen:2023-11,2019-02-15,2023-10-31,45112,1097,0.5278,0.5278,0.5706,4.284,0.5919,0.6022,0.2436,0.68017,0.0349,0.6881,0.2475,0.00793,0.4997,0.5278,15,frozen_never_retrains,True
frozen,2023-11,over35,ddd5a98d4ee4,frozen:2023-11,2019-02-15,2023-10-31,45112,1097,0.3036,0.6964,0.6983,0.182,0.5795,0.3628,0.20815,0.60552,0.02534,0.61132,0.21025,0.0058,0.2883,0.3036,15,frozen_never_retrains,True
frozen,2023-12,btts,ddd5a98d4ee4,frozen:2023-12,2019-02-15,2023-11-30,46209,1018,0.5314,0.5314,0.5462,1.473,0.5412,0.5593,0.24833,0.68995,0.02762,0.69219,0.24952,0.00223,0.5591,0.5314,16,frozen_never_retrains,True
frozen,2023-12,over15,ddd5a98d4ee4,frozen:2023-12,2019-02-15,2023-11-30,46209,1018,0.7544,0.7544,0.7544,0.0,0.5988,0.8222,0.18112,0.5459,0.01772,0.55164,0.18312,0.00574,0.7375,0.7544,16,frozen_never_retrains,True
frozen,2023-12,over25,ddd5a98d4ee4,frozen:2023-12,2019-02-15,2023-11-30,46209,1018,0.5157,0.5157,0.5403,2.456,0.5785,0.5956,0.24416,0.68116,0.03041,0.69063,0.24876,0.00946,0.4989,0.5157,16,frozen_never_retrains,True
frozen,2023-12,over35,ddd5a98d4ee4,frozen:2023-12,2019-02-15,2023-11-30,46209,1018,0.2868,0.7132,0.7132,0.0,0.602,0.383,0.19877,0.58551,0.02188,0.59642,0.20328,0.01091,0.284,0.2868,16,frozen_never_retrains,True
frozen,2024-01,btts,ddd5a98d4ee4,frozen:2024-01,2019-02-15,2023-12-30,47227,766,0.5666,0.5666,0.5627,-0.392,0.5662,0.6311,0.24216,0.67719,0.01756,0.69134,0.2491,0.01415,0.5558,0.5666,17,frozen_never_retrains,True
frozen,2024-01,over15,ddd5a98d4ee4,frozen:2024-01,2019-02-15,2023-12-30,47227,766,0.7624,0.7624,0.7624,0.0,0.5688,0.8066,0.18095,0.54692,0.0361,0.55226,0.1826,0.00534,0.7263,0.7624,17,frozen_never_retrains,True
frozen,2024-01,over25,ddd5a98d4ee4,frozen:2024-01,2019-02-15,2023-12-30,47227,766,0.5287,0.5287,0.5131,-1.567,0.5317,0.5504,0.25172,0.69651,0.05861,0.69595,0.25141,-0.00056,0.4774,0.5287,17,frozen_never_retrains,True
frozen,2024-01,over35,ddd5a98d4ee4,frozen:2024-01,2019-02-15,2023-12-30,47227,766,0.3003,0.6997,0.7037,0.392,0.543,0.3401,0.21043,0.61221,0.04811,0.61919,0.21322,0.00699,0.2723,0.3003,17,frozen_never_retrains,True
frozen,2024-02,btts,ddd5a98d4ee4,frozen:2024-02,2019-02-15,2024-01-31,47993,1214,0.5354,0.5354,0.5437,0.824,0.5255,0.5601,0.24908,0.69138,0.01895,0.68869,0.24778,-0.00269,0.5488,0.5354,18,frozen_never_retrains,True
frozen,2024-02,over15,ddd5a98d4ee4,frozen:2024-02,2019-02-15,2024-01-31,47993,1214,0.7545,0.7545,0.7545,0.0,0.5677,0.7914,0.18459,0.55547,0.04204,0.55396,0.18379,-0.00152,0.7213,0.7545,18,frozen_never_retrains,True
frozen,2024-02,over25,ddd5a98d4ee4,frozen:2024-02,2019-02-15,2024-01-31,47993,1214,0.4984,0.5016,0.5568,5.519,0.5783,0.5546,0.24711,0.68746,0.02987,0.6888,0.24787,0.00134,0.471,0.4984,18,frozen_never_retrains,True
frozen,2024-02,over35,ddd5a98d4ee4,frozen:2024-02,2019-02-15,2024-01-31,47993,1214,0.2825,0.7175,0.7166,-0.082,0.5948,0.3528,0.19823,0.58368,0.03506,0.59092,0.20117,0.00724,0.2694,0.2825,18,frozen_never_retrains,True
frozen,2024-03,btts,ddd5a98d4ee4,frozen:2024-03,2019-02-15,2024-02-29,49207,1366,0.5168,0.5168,0.5132,-0.366,0.5109,0.5333,0.25334,0.70005,0.05269,0.69299,0.24991,-0.00706,0.5505,0.5168,19,frozen_never_retrains,True
frozen,2024-03,over15,ddd5a98d4ee4,frozen:2024-03,2019-02-15,2024-02-29,49207,1366,0.7262,0.7262,0.7255,-0.073,0.5875,0.7792,0.19501,0.57754,0.00456,0.58415,0.19756,0.00661,0.7281,0.7262,19,frozen_never_retrains,True
frozen,2024-03,over25,ddd5a98d4ee4,frozen:2024-03,2019-02-15,2024-02-29,49207,1366,0.4971,0.5029,0.5425,3.953,0.575,0.5552,0.24648,0.68608,0.02808,0.69405,0.25044,0.00797,0.4759,0.4971,19,frozen_never_retrains,True
frozen,2024-03,over35,ddd5a98d4ee4,frozen:2024-03,2019-02-15,2024-02-29,49207,1366,0.2892,0.7108,0.7101,-0.073,0.5863,0.3582,0.20238,0.59383,0.025,0.59972,0.20487,0.00588,0.2707,0.2892,19,frozen_never_retrains,True
frozen,2024-04,btts,ddd5a98d4ee4,frozen:2024-04,2019-02-15,2024-03-31,50573,1750,0.5497,0.5497,0.5469,-0.286,0.5267,0.5689,0.24885,0.69101,0.02143,0.69015,0.2485,-0.00087,0.5566,0.5497,20,frozen_never_retrains,True
frozen,2024-04,over15,ddd5a98d4ee4,frozen:2024-04,2019-02-15,2024-03-31,50573,1750,0.7531,0.7531,0.7526,-0.057,0.5703,0.8045,0.18472,0.55479,0.02486,0.55784,0.18551,0.00305,0.7283,0.7531,20,frozen_never_retrains,True
frozen,2024-04,over25,ddd5a98d4ee4,frozen:2024-04,2019-02-15,2024-03-31,50573,1750,0.5343,0.5343,0.5394,0.514,0.559,0.5835,0.24813,0.6894,0.04952,0.6963,0.25154,0.0069,0.4923,0.5343,20,frozen_never_retrains,True
frozen,2024-04,over35,ddd5a98d4ee4,frozen:2024-04,2019-02-15,2024-03-31,50573,1750,0.3051,0.6949,0.6931,-0.171,0.569,0.3653,0.20979,0.60985,0.02942,0.61522,0.21207,0.00538,0.2777,0.3051,20,frozen_never_retrains,True
frozen,2024-05,btts,ddd5a98d4ee4,frozen:2024-05,2019-02-15,2024-04-30,52323,1257,0.5632,0.5632,0.5632,0.0,0.5403,0.5939,0.24579,0.68489,0.02536,0.68191,0.24441,-0.00298,0.5749,0.5632,21,frozen_never_retrains,True
frozen,2024-05,over15,ddd5a98d4ee4,frozen:2024-05,2019-02-15,2024-04-30,52323,1257,0.7741,0.7741,0.7741,0.0,0.5789,0.8257,0.1732,0.5288,0.02362,0.53265,0.17429,0.00386,0.7504,0.7741,21,frozen_never_retrains,True
frozen,2024-05,over25,ddd5a98d4ee4,frozen:2024-05,2019-02-15,2024-04-30,52323,1257,0.568,0.568,0.5911,2.307,0.6109,0.6692,0.23887,0.67039,0.0556,0.68073,0.24382,0.01033,0.516,0.568,21,frozen_never_retrains,True
frozen,2024-05,over35,ddd5a98d4ee4,frozen:2024-05,2019-02-15,2024-04-30,52323,1257,0.3373,0.6627,0.6667,0.398,0.5961,0.4307,0.21908,0.6291,0.04579,0.6347,0.22161,0.0056,0.2915,0.3373,21,frozen_never_retrains,True
frozen,2024-06,btts,ddd5a98d4ee4,frozen:2024-06,2019-02-15,2024-05-31,53580,563,0.5613,0.5613,0.5613,0.0,0.5517,0.634,0.24467,0.68219,0.04694,0.68017,0.24356,-0.00202,0.5858,0.5613,22,frozen_never_retrains,True
frozen,2024-06,over15,ddd5a98d4ee4,frozen:2024-06,2019-02-15,2024-05-31,53580,563,0.7549,0.7549,0.7549,0.0,0.5814,0.7957,0.18247,0.55025,0.01955,0.54969,0.1823,-0.00056,0.751,0.7549,22,frozen_never_retrains,True
frozen,2024-06,over25,ddd5a98d4ee4,frozen:2024-06,2019-02-15,2024-05-31,53580,563,0.5293,0.5293,0.5915,6.217,0.6395,0.6474,0.23665,0.66595,0.03834,0.67248,0.23976,0.00652,0.5083,0.5293,22,frozen_never_retrains,True
frozen,2024-06,over35,ddd5a98d4ee4,frozen:2024-06,2019-02-15,2024-05-31,53580,563,0.2842,0.7158,0.714,-0.178,0.6254,0.3945,0.19611,0.57912,0.04522,0.57273,0.19427,-0.00639,0.2886,0.2842,22,frozen_never_retrains,True
frozen,2024-07,btts,ddd5a98d4ee4,frozen:2024-07,2019-02-15,2024-06-30,54143,676,0.5607,0.5607,0.5769,1.627,0.5713,0.6075,0.24292,0.67899,0.0086,0.67838,0.24267,-0.00061,0.5677,0.5607,23,frozen_never_retrains,True
frozen,2024-07,over15,ddd5a98d4ee4,frozen:2024-07,2019-02-15,2024-06-30,54143,676,0.7722,0.7722,0.7692,-0.296,0.5925,0.8304,0.17421,0.53062,0.02788,0.5333,0.17463,0.00268,0.7443,0.7722,23,frozen_never_retrains,True
frozen,2024-07,over25,ddd5a98d4ee4,frozen:2024-07,2019-02-15,2024-06-30,54143,676,0.5266,0.5266,0.5621,3.55,0.5996,0.6167,0.24157,0.676,0.02242,0.67765,0.2423,0.00164,0.5081,0.5266,23,frozen_never_retrains,True
frozen,2024-07,over35,ddd5a98d4ee4,frozen:2024-07,2019-02-15,2024-06-30,54143,676,0.2914,0.7086,0.7175,0.888,0.6192,0.4245,0.19773,0.58277,0.01596,0.59234,0.20226,0.00957,0.2946,0.2914,23,frozen_never_retrains,True
frozen,2024-08,btts,ddd5a98d4ee4,frozen:2024-08,2019-02-15,2024-07-31,54819,1343,0.5034,0.5034,0.516,1.266,0.5356,0.5326,0.25352,0.70063,0.05832,0.69184,0.24934,-0.00879,0.5616,0.5034,24,frozen_never_retrains,True
frozen,2024-08,over15,ddd5a98d4ee4,frozen:2024-08,2019-02-15,2024-07-31,54819,1343,0.7163,0.7163,0.7163,0.0,0.5892,0.7647,0.19932,0.58736,0.01705,0.59293,0.20161,0.00557,0.7313,0.7163,24,frozen_never_retrains,True
frozen,2024-08,over25,ddd5a98d4ee4,frozen:2024-08,2019-02-15,2024-07-31,54819,1343,0.4862,0.5138,0.5421,2.829,0.5699,0.554,0.24642,0.68596,0.01875,0.68752,0.2472,0.00157,0.4958,0.4862,24,frozen_never_retrains,True
frozen,2024-08,over35,ddd5a98d4ee4,frozen:2024-08,2019-02-15,2024-07-31,54819,1343,0.2844,0.7156,0.7171,0.149,0.5714,0.365,0.20006,0.58916,0.01758,0.59267,0.20164,0.00352,0.286,0.2844,24,frozen_never_retrains,True
frozen,2024-09,btts,ddd5a98d4ee4,frozen:2024-09,2019-02-15,2024-08-31,56162,1435,0.5213,0.5213,0.5324,1.115,0.5524,0.5821,0.24979,0.69273,0.04812,0.69127,0.24907,-0.00145,0.5655,0.5213,25,frozen_never_retrains,True
frozen,2024-09,over15,ddd5a98d4ee4,frozen:2024-09,2019-02-15,2024-08-31,56162,1435,0.7484,0.7484,0.7484,0.0,0.6123,0.8263,0.183,0.54945,0.02425,0.55553,0.18507,0.00608,0.7384,0.7484,25,frozen_never_retrains,True
frozen,2024-09,over25,ddd5a98d4ee4,frozen:2024-09,2019-02-15,2024-08-31,56162,1435,0.5059,0.5059,0.5456,3.972,0.5621,0.556,0.24802,0.68933,0.0138,0.68826,0.24757,-0.00108,0.4993,0.5059,25,frozen_never_retrains,True
frozen,2024-09,over35,ddd5a98d4ee4,frozen:2024-09,2019-02-15,2024-08-31,56162,1435,0.2857,0.7143,0.7136,-0.07,0.5706,0.341,0.2017,0.59233,0.00849,0.59294,0.20179,0.00061,0.2841,0.2857,25,frozen_never_retrains,True
frozen,2024-10,btts,ddd5a98d4ee4,frozen:2024-10,2019-02-15,2024-09-30,57597,1342,0.5156,0.5156,0.5447,2.906,0.5516,0.5483,0.25055,0.6946,0.04718,0.69142,0.24914,-0.00318,0.5628,0.5156,26,frozen_never_retrains,True
frozen,2024-10,over15,ddd5a98d4ee4,frozen:2024-10,2019-02-15,2024-09-30,57597,1342,0.731,0.731,0.7303,-0.075,0.5744,0.7854,0.19444,0.5761,0.01911,0.57765,0.19491,0.00155,0.7306,0.731,26,frozen_never_retrains,True
frozen,2024-10,over25,ddd5a98d4ee4,frozen:2024-10,2019-02-15,2024-09-30,57597,1342,0.4829,0.5171,0.5857,6.855,0.5985,0.5833,0.24265,0.67831,0.02973,0.67959,0.24326,0.00128,0.49,0.4829,26,frozen_never_retrains,True
frozen,2024-10,over35,ddd5a98d4ee4,frozen:2024-10,2019-02-15,2024-09-30,57597,1342,0.2653,0.7347,0.731,-0.373,0.6208,0.3522,0.18966,0.56497,0.02324,0.57375,0.19295,0.00878,0.2792,0.2653,26,frozen_never_retrains,True
frozen,2024-11,btts,ddd5a98d4ee4,frozen:2024-11,2019-02-15,2024-10-31,58939,1233,0.4972,0.5028,0.5085,0.568,0.5152,0.5097,0.2557,0.7051,0.06566,0.69479,0.25081,-0.01032,0.5579,0.4972,27,frozen_never_retrains,True
frozen,2024-11,over15,ddd5a98d4ee4,frozen:2024-11,2019-02-15,2024-10-31,58939,1233,0.6967,0.6967,0.6967,0.0,0.5627,0.7347,0.21028,0.61214,0.03009,0.61807,0.21263,0.00593,0.7249,0.6967,27,frozen_never_retrains,True
frozen,2024-11,over25,ddd5a98d4ee4,frozen:2024-11,2019-02-15,2024-10-31,58939,1233,0.4453,0.5547,0.5588,0.406,0.5827,0.5199,0.24294,0.67883,0.0451,0.68747,0.24717,0.00864,0.484,0.4453,27,frozen_never_retrains,True
frozen,2024-11,over35,ddd5a98d4ee4,frozen:2024-11,2019-02-15,2024-10-31,58939,1233,0.2433,0.7567,0.7567,0.0,0.5894,0.3224,0.18144,0.54785,0.03646,0.55297,0.18357,0.00512,0.2765,0.2433,27,frozen_never_retrains,True
frozen,2024-12,btts,ddd5a98d4ee4,frozen:2024-12,2019-02-15,2024-11-30,60172,1040,0.5163,0.5163,0.5163,0.0,0.5233,0.5332,0.25189,0.69719,0.05695,0.68842,0.24765,-0.00876,0.5478,0.5163,28,frozen_never_retrains,True
frozen,2024-12,over15,ddd5a98d4ee4,frozen:2024-12,2019-02-15,2024-11-30,60172,1040,0.7635,0.7635,0.7644,0.096,0.5927,0.8173,0.17873,0.54179,0.04705,0.54385,0.17937,0.00206,0.7199,0.7635,28,frozen_never_retrains,True
frozen,2024-12,over25,ddd5a98d4ee4,frozen:2024-12,2019-02-15,2024-11-30,60172,1040,0.524,0.524,0.5471,2.308,0.5778,0.6055,0.24698,0.68711,0.04856,0.68443,0.24567,-0.00268,0.4755,0.524,28,frozen_never_retrains,True
frozen,2024-12,over35,ddd5a98d4ee4,frozen:2024-12,2019-02-15,2024-11-30,60172,1040,0.274,0.726,0.7298,0.385,0.596,0.3678,0.19376,0.57477,0.00767,0.58106,0.1963,0.00629,0.2664,0.274,28,frozen_never_retrains,True
frozen,2025-01,btts,ddd5a98d4ee4,frozen:2025-01,2019-02-15,2024-12-31,61212,863,0.5295,0.5295,0.5516,2.202,0.5622,0.5779,0.2472,0.68761,0.02186,0.68497,0.24593,-0.00263,0.5456,0.5295,29,frozen_never_retrains,True
frozen,2025-01,over15,ddd5a98d4ee4,frozen:2025-01,2019-02-15,2024-12-31,61212,863,0.7254,0.7254,0.7254,0.0,0.5789,0.7786,0.19642,0.58062,0.01479,0.58516,0.19806,0.00454,0.7106,0.7254,29,frozen_never_retrains,True
frozen,2025-01,over25,ddd5a98d4ee4,frozen:2025-01,2019-02-15,2024-12-31,61212,863,0.5006,0.5006,0.5539,5.33,0.5563,0.5864,0.2485,0.69033,0.04671,0.68908,0.24797,-0.00125,0.4601,0.5006,29,frozen_never_retrains,True
