policy,target,month,n_test,live_log_loss,live_brier,challenger_log_loss,adopted
not_worse_tol000,over35,2026-03,1322,0.58373,0.1986,0.58373,True
must_improve_tol000,over35,2026-03,1322,0.58373,0.1986,0.58373,True
must_improve_tol002,over35,2026-03,1322,0.58373,0.1986,0.58373,True
v9_rule_6m_window,over35,2026-03,1322,0.58373,0.1986,0.58373,True
two_window_tol005,over35,2026-03,1322,0.58349,0.19872,0.58373,False
always_promote,over35,2026-04,1653,0.59697,0.2036,0.59697,True
never_promote,over35,2026-04,1653,0.60292,0.20606,0.59697,False
v9_current_tol005,over35,2026-04,1653,0.59697,0.2036,0.59697,True
not_worse_tol000,over35,2026-04,1653,0.59697,0.2036,0.59697,True
must_improve_tol000,over35,2026-04,1653,0.59697,0.2036,0.59697,True
must_improve_tol002,over35,2026-04,1653,0.59697,0.2036,0.59697,True
v9_rule_6m_window,over35,2026-04,1653,0.59697,0.2036,0.59697,True
two_window_tol005,over35,2026-04,1653,0.59762,0.20411,0.59697,False
always_promote,over35,2026-05,1224,0.61305,0.21163,0.61305,True
never_promote,over35,2026-05,1224,0.6214,0.21548,0.61305,False
v9_current_tol005,over35,2026-05,1224,0.61305,0.21163,0.61305,True
not_worse_tol000,over35,2026-05,1224,0.61305,0.21163,0.61305,True
must_improve_tol000,over35,2026-05,1224,0.61305,0.21163,0.61305,True
must_improve_tol002,over35,2026-05,1224,0.61305,0.21163,0.61305,True
v9_rule_6m_window,over35,2026-05,1224,0.61305,0.21163,0.61305,True
two_window_tol005,over35,2026-05,1224,0.61305,0.21163,0.61305,True
always_promote,over35,2026-06,92,0.66058,0.23509,0.66058,True
never_promote,over35,2026-06,92,0.68854,0.24677,0.66058,False
v9_current_tol005,over35,2026-06,92,0.66058,0.23509,0.66058,True
not_worse_tol000,over35,2026-06,92,0.66058,0.23509,0.66058,True
must_improve_tol000,over35,2026-06,92,0.66058,0.23509,0.66058,True
must_improve_tol002,over35,2026-06,92,0.66058,0.23509,0.66058,True
v9_rule_6m_window,over35,2026-06,92,0.66058,0.23509,0.66058,True
two_window_tol005,over35,2026-06,92,0.66058,0.23509,0.66058,True
always_promote,over35,2026-07,441,0.56379,0.18939,0.56379,True
never_promote,over35,2026-07,441,0.57728,0.19469,0.56379,False
v9_current_tol005,over35,2026-07,441,0.56747,0.1911,0.56379,False
not_worse_tol000,over35,2026-07,441,0.56747,0.1911,0.56379,False
must_improve_tol000,over35,2026-07,441,0.56747,0.1911,0.56379,False
must_improve_tol002,over35,2026-07,441,0.56747,0.1911,0.56379,False
v9_rule_6m_window,over35,2026-07,441,0.56747,0.1911,0.56379,False
two_window_tol005,over35,2026-07,441,0.56747,0.1911,0.56379,False
always_promote,over35,2026-08,1409,0.60225,0.20741,0.60225,True
never_promote,over35,2026-08,1409,0.61182,0.21128,0.60225,False
v9_current_tol005,over35,2026-08,1409,0.60225,0.20741,0.60225,True
not_worse_tol000,over35,2026-08,1409,0.59949,0.20635,0.60225,False
must_improve_tol000,over35,2026-08,1409,0.59949,0.20635,0.60225,False
must_improve_tol002,over35,2026-08,1409,0.59949,0.20635,0.60225,False
v9_rule_6m_window,over35,2026-08,1409,0.59949,0.20635,0.60225,False
two_window_tol005,over35,2026-08,1409,0.59949,0.20635,0.60225,False
always_promote,over35,2026-09,1049,0.61456,0.21227,0.61456,True
never_promote,over35,2026-09,1049,0.62536,0.21702,0.61456,False
v9_current_tol005,over35,2026-09,1049,0.61456,0.21227,0.61456,True
not_worse_tol000,over35,2026-09,1049,0.61456,0.21227,0.61456,True
must_improve_tol000,over35,2026-09,1049,0.61456,0.21227,0.61456,True
must_improve_tol002,over35,2026-09,1049,0.61456,0.21227,0.61456,True
v9_rule_6m_window,over35,2026-09,1049,0.61456,0.21227,0.61456,True
two_window_tol005,over35,2026-09,1049,0.61642,0.21316,0.61456,False
